No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM32527334,1,Photo,0.837,12.578,14.946,19.99,202.733,90.001,502.667,4057.129,5071.543,5.171,93.259,29.909,22,31,2025-06-16
NOLSM32527335,1,Photo,1.393,19.749,14.806,19.926,203.214,90.125,503.063,4064.944,5080.971,5.333,92.905,29.941,22,32,2025-06-16
NOLSM32527336,1,Photo,1.905,16.202,14.994,20.005,202.848,89.926,502.81,4055.912,5069.847,5.129,92.54,29.936,22,33,2025-06-16
NOLSM32527337,1,Photo,1.46,17.603,14.899,20.03,203.328,90.124,503.455,4066.553,5083.165,5.122,92.198,30.027,22,34,2025-06-16
NOLSM32527338,1,Photo,0.569,16.34,15.137,19.995,202.318,89.996,502.19,4044.079,5055.006,5.077,92.758,29.97,22,35,2025-06-16
NOLSM32527339,1,Photo,0.788,17.274,15.14,19.926,202.824,90.038,502.724,4053.537,5066.965,5.104,92.838,30.067,22,36,2025-06-16
NOLSM32527340,1,Photo,1.052,16.193,15.137,19.984,202.29,90.002,502.337,4048.747,5061.085,5.124,92.589,29.93,22,37,2025-06-16
NOLSM32527341,1,Photo,1.008,17.513,15.103,20.01,202.615,89.844,502.503,4001.324,5062.955,5.325,93.432,29.971,22,38,2025-06-16
NOLSM32527342,1,Photo,0.441,17.265,14.982,19.995,202.951,90.035,503.036,4054.594,5073.65,4.924,92.838,29.987,22,39,2025-06-16
NOLSM32527343,1,Photo,0.878,16.594,14.943,20.037,202.988,89.854,503.115,3957.164,5075.55,4.909,92.284,30.082,22,40,2025-06-16
NOLSM32527344,1,Photo,0.53,15.921,15.016,19.938,201.853,89.992,501.627,4087.891,5044.756,5.264,92.038,29.926,22,41,2025-06-16
NOLSM32527345,1,Photo,0.857,16.59,14.89,19.99,201.517,89.866,501.769,4025.58,5038.929,5.08,92.309,30.082,22,42,2025-06-16
NOLSM32527346,1,Photo,0.897,17.924,14.956,20.002,200.302,90.082,500.344,4036.892,5006.796,4.892,91.887,30.159,22,43,2025-06-16
NOLSM32527347,1,Photo,0.997,15.514,15.037,19.963,201.082,90.127,501.103,4014.041,5024.367,5.003,92.129,30.033,22,44,2025-06-16
NOLSM32527348,1,Photo,0.926,16.861,14.977,19.928,201.097,89.988,500.907,3985.985,5024.618,5.107,91.939,30.009,22,45,2025-06-16
NOLSM32527349,1,Photo,0.7,16.737,14.732,19.799,201.196,90.102,501.269,4047.405,5027.692,5.078,92.293,30.063,22,46,2025-06-16
NOLSM32527350,1,Photo,0.671,15.985,15.019,19.952,195.628,89.73,502.068,3955.421,5051.52,5.035,92.141,30.03,22,47,2025-06-16
NOLSM32527351,1,Photo,1.181,16.409,14.983,20.081,196.262,90.085,501.571,4062.839,5038.376,4.937,92.003,30.102,22,48,2025-06-16
NOLSM32527352,1,Photo,1.669,16.915,15.026,19.875,196.534,90.103,500.565,4071.892,5013.131,5.051,92.105,29.976,22,49,2025-06-16
NOLSM32527353,1,Photo,1.334,16.888,14.921,20.036,197.639,90.05,501.157,3985.722,5033.257,5.092,91.7,30.032,22,50,2025-06-16
NOLSM32527354,1,Photo,1.128,16.623,15.071,20.111,197.811,90.078,500.389,3978.726,5011.044,4.899,91.642,30.056,22,51,2025-06-16
NOLSM32527355,1,Photo,1.921,17.342,14.987,20.104,197.088,89.933,500.861,4056.051,5018.642,4.963,91.764,30.135,22,52,2025-06-16
NOLSM32527356,1,Photo,1.976,16.284,14.934,19.903,197.808,89.993,500.541,4029.064,5014.461,5.054,91.298,29.977,22,53,2025-06-16
NOLSM32527357,1,Photo,1.838,16.78,15.157,19.918,197.199,90.016,499.709,3971.22,4993.418,5.004,91.337,29.936,22,54,2025-06-16
NOLSM32527358,1,Photo,1.863,17.201,14.967,19.828,198.196,89.852,503.355,4084.923,4933.767,4.985,90.52,30.01,2,1,2025-06-16
NOLSM32527359,1,Photo,1.971,13.831,15.114,20.055,199.533,89.91,493.783,4045.065,5009.371,5.04,89.466,30.14,2,2,2025-06-16
NOLSM32527360,2,Photo,1.214,14.638,15.179,20.022,199.262,89.921,504.006,4009.996,5055.396,5.035,92.72,30.102,2,3,2025-06-16
NOLSM32527361,2,Photo,0.087,13.526,14.838,20.058,200.686,89.999,499.59,4080.107,5004.147,5.009,92.21,29.74,2,4,2025-06-16
NOLSM32527362,3,Photo,0.958,14.885,15.105,19.965,197.272,89.866,499.291,4039.65,5119.012,5.054,90.901,29.808,2,5,2025-06-16
NOLSM32527363,3,Photo,1.468,17.501,15.067,20.056,195.831,89.966,498.411,4104.103,4976.3,5.149,90.711,29.899,2,6,2025-06-16
NOLSM32527364,1,Photo,1.033,18.785,14.972,19.968,205.539,89.892,495.355,4036.241,5079.026,5.192,94.403,30.099,2,7,2025-06-16
NOLSM32527365,1,Photo,1.322,17.818,14.917,19.935,192.96,89.76,495.716,4082.973,5024.789,4.922,92.974,29.922,2,8,2025-06-16
NOLSM32527366,1,Photo,0.783,13.079,14.793,20.162,200.86,89.936,499.197,4003.083,4996.613,5.002,92.534,30.076,2,9,2025-06-16
NOLSM32527367,2,Photo,0.93,17.486,14.844,19.783,197.885,90.112,505.597,4067.813,5103.647,4.994,94.778,30.027,2,10,2025-06-16
NOLSM32527368,2,Photo,1.486,15.634,14.775,20.037,204.148,89.886,503.538,4024.449,5010.798,4.929,89.422,30.041,2,11,2025-06-16
NOLSM32527369,2,Photo,1.841,19.281,15.023,19.927,201.916,90.053,500.326,4021.684,5107.398,5.08,92.805,30.096,2,12,2025-06-16
NOLSM32527370,3,Photo,1.536,15.255,15.125,20.003,200.679,90.138,503.687,4031.001,5017.677,5.1,90.513,30.106,2,13,2025-06-16
NOLSM32527371,3,Photo,1.542,14.813,14.855,20.058,198.534,90.079,506.022,4016.117,4899.115,5.052,93.881,29.897,2,14,2025-06-16
NOLSM32527372,3,Photo,0.947,15.327,14.766,19.981,196.962,90.044,500.343,3995.782,5040.486,5.003,92.266,30.13,2,15,2025-06-16
NOLSM32527373,1,Photo,1.531,15.443,14.996,19.995,201.612,89.804,503.327,4068.566,5097.364,5.123,93.68,29.736,2,16,2025-06-16
NOLSM32527374,1,Photo,1.308,19.248,14.742,19.901,200.62,90.008,501.378,4031.951,5025.811,4.82,92.261,30.085,2,17,2025-06-16
NOLSM32527375,1,Photo,1.073,13.939,15.063,19.939,195.527,89.975,501.984,4061.281,4970.803,5.034,91.22,29.988,2,18,2025-06-16
NOLSM32527376,2,Photo,1.513,16.118,15.006,19.898,204.021,89.811,505.073,4055.331,5069.972,5.07,93.429,30.056,2,19,2025-06-16
NOLSM32527377,2,Photo,1.828,15.399,15.131,20.007,201.812,89.903,500.471,4080.576,4922.179,5.227,92.2,29.92,2,20,2025-06-16
NOLSM32527378,2,Photo,1.392,16.409,14.932,20.111,203.37,90.189,502.873,3892.106,5020.375,4.982,92.528,30.159,2,21,2025-06-16
NOLSM32527379,3,Photo,1.264,15.592,15.067,20.164,199.715,90.135,497.455,4003.654,4987.496,5.12,90.121,30.051,2,22,2025-06-16
NOLSM32527380,3,Photo,1.078,15.593,15.195,19.955,203.199,89.899,495.518,4108.252,5063.627,5.131,92.018,29.942,2,23,2025-06-16
NOLSM32527381,3,Photo,0.725,15.322,14.978,19.997,198.051,90.076,502.139,3948.715,4974.884,5.132,92.076,29.966,2,24,2025-06-16
NOLSM32527382,1,Photo,0.714,15.08,15.056,20.19,201.048,90.145,503.274,3957.726,5089.256,4.8,94.615,30.137,2,25,2025-06-16
NOLSM32527383,1,Photo,1.33,17.783,15.079,19.933,202.065,89.897,500.679,4004.494,4966.439,5.069,91.732,30.091,2,26,2025-06-16
NOLSM32527384,1,Photo,1.239,19.288,14.992,19.987,198.107,90.05,504.529,3886.087,4933.759,4.733,92.5,30.106,2,27,2025-06-16
NOLSM32527385,2,Photo,0.924,16.968,15.072,19.988,203.18,90.083,503.314,4062.962,5078.697,5.032,92.543,30.14,22,1,2025-06-16
NOLSM32527386,2,Photo,0.735,17.019,15.061,20.166,202.407,90.02,502.339,4048.295,5060.352,5.126,92.916,29.918,22,2,2025-06-16
NOLSM32527387,2,Photo,0.661,16.46,15.116,19.992,202.678,90.371,502.76,4055.792,5069.602,5.026,92.78,30.046,22,3,2025-06-16
NOLSM32527388,3,Photo,1.189,17.184,15.036,19.875,202.959,90.038,502.798,4057.133,5071.348,4.966,93.181,29.872,22,4,2025-06-16
NOLSM32527389,3,Photo,0.924,16.349,15.048,20.057,203.154,90.054,503.084,4064.921,5081.034,4.962,92.7,30.051,22,5,2025-06-16
NOLSM32527390,3,Photo,0.266,16.617,15.059,19.916,202.786,90.037,502.81,4055.94,5069.925,4.883,92.893,29.948,22,6,2025-06-16
NOLSM32527391,1,Photo,0.882,16.714,14.841,19.935,203.346,90.085,503.336,4066.543,5083.037,4.948,92.485,29.911,22,7,2025-06-16
NOLSM32527392,1,Photo,1.119,16.407,14.824,19.965,202.241,90.015,502.169,4044.112,5054.86,5.03,92.575,29.907,22,8,2025-06-16
NOLSM32527393,1,Photo,0.5,17.339,15.078,20.009,202.682,90.133,502.737,4053.63,5066.919,5.125,92.635,30.048,22,9,2025-06-16
NOLSM32527394,2,Photo,0.854,16.148,15.231,20.022,202.425,90.029,502.654,4048.649,5061.051,5.06,92.493,29.868,22,10,2025-06-16
NOLSM32527395,2,Photo,0.831,17.455,15.036,19.82,202.657,90.069,502.519,4050.273,5062.924,5.013,93.214,29.955,22,11,2025-06-16
NOLSM32527396,2,Photo,0.405,17.492,15.155,19.932,202.906,89.876,502.975,4058.949,5073.744,5.052,92.704,29.992,22,12,2025-06-16
NOLSM32527397,3,Photo,1.061,16.502,15.029,20.074,202.901,90.194,503.193,4060.239,5075.615,5.01,92.022,30.064,22,13,2025-06-16
NOLSM32527398,3,Photo,0.582,15.927,15.037,19.836,201.826,90.021,501.833,4035.786,5044.759,5.058,92.233,30.042,22,14,2025-06-16
NOLSM32527399,3,Photo,0.941,16.731,15.001,20.043,201.583,90.098,501.675,4031.097,5039.048,5.092,92.186,30.023,22,15,2025-06-16
NOLSM32527400,1,Photo,0.919,17.986,14.895,20.168,200.417,90.14,500.246,4005.507,5007.083,4.822,91.805,30.094,22,16,2025-06-16
NOLSM32527401,1,Photo,1.004,15.611,14.973,19.924,201.068,89.811,500.96,4019.49,5024.24,4.932,92.061,29.896,22,17,2025-06-16
NOLSM32527402,1,Photo,0.81,16.817,15.17,20.148,200.959,90.093,500.942,4019.746,5024.672,5.031,92.023,30.002,22,18,2025-06-16
NOLSM32527403,2,Photo,0.676,16.89,14.617,19.879,201.157,89.9,501.234,4022.088,5027.793,4.962,92.399,30.049,22,19,2025-06-16
NOLSM32527404,2,Photo,0.57,16.011,15.007,20.192,202.019,89.953,502.145,4041.459,5051.828,5.057,92.132,29.978,22,20,2025-06-16
NOLSM32527405,2,Photo,0.891,16.552,15.02,19.966,201.555,90.084,501.519,4030.691,5038.449,5.386,92.101,30.006,22,21,2025-06-16
NOLSM32527406,3,Photo,1.1,16.984,15.059,19.973,200.412,90.025,500.548,4010.675,5013.31,4.927,91.766,29.971,22,22,2025-06-16
NOLSM32527407,3,Photo,0.786,16.9,14.981,20.151,201.345,89.876,501.437,4026.574,5033.061,4.9,91.488,29.836,22,23,2025-06-16
NOLSM32527408,1,Photo,0.818,16.552,15.104,19.975,200.394,89.918,500.427,4008.82,5011.032,4.89,91.67,29.923,22,24,2025-06-16
NOLSM32527409,1,Photo,1.067,17.388,14.933,19.978,200.952,89.918,500.799,4014.829,5018.497,4.971,91.767,30.08,22,25,2025-06-16
NOLSM32527410,1,Photo,0.886,16.128,14.993,19.957,200.647,89.996,500.471,4011.643,5014.418,5.067,91.654,30.154,22,26,2025-06-16
NOLSM32527411,2,Photo,0.546,16.827,14.898,19.914,199.65,89.872,499.904,3994.649,4993.392,5.066,91.275,30.012,22,27,2025-06-16
NOLSM32527412,3,Photo,1.069,13.707,14.931,19.847,200.171,90.093,501.382,4047.657,4941.07,4.91,92.983,30.075,3,28,2025-06-17
NOLSM32527413,3,Photo,1.245,17.833,14.749,19.92,198.248,89.908,496.582,3955.141,5026.727,5.208,90.895,30.242,3,29,2025-06-17
NOLSM32527414,3,Photo,1.845,16.365,15.162,19.783,201.78,90.067,501.616,4062.877,4976.425,4.857,91.669,30.097,3,30,2025-06-17
NOLSM32527415,3,Photo,1.886,13.455,15.0,20.153,198.349,90.077,495.814,4071.82,4920.158,5.113,91.179,30.075,3,31,2025-06-17
NOLSM32527416,3,Photo,1.748,12.922,14.698,19.959,199.503,89.921,500.621,3985.657,5053.2,4.795,92.132,29.94,3,32,2025-06-17
NOLSM32527417,3,Photo,1.037,18.757,14.971,19.968,206.017,89.945,502.25,3978.807,5072.264,5.07,92.14,29.937,3,33,2025-06-17
NOLSM32527418,3,Photo,1.523,14.944,15.217,20.078,200.008,89.96,503.372,4055.978,5003.605,4.872,91.812,29.977,3,34,2025-06-17
NOLSM32527419,3,Photo,1.011,15.266,15.222,20.115,198.964,89.997,498.549,4029.167,4961.973,4.97,91.058,29.889,3,35,2025-06-17
NOLSM32527420,3,Photo,0.802,15.902,15.45,19.786,200.334,90.032,495.379,3971.121,5073.098,5.027,91.841,30.023,3,36,2025-06-17
NOLSM32527421,3,Photo,1.266,15.684,14.964,19.862,202.368,89.906,494.486,4035.337,4960.055,5.141,91.247,30.136,3,37,2025-06-17
NOLSM32527422,3,Photo,1.908,13.836,14.923,19.991,201.389,89.892,498.333,3952.665,4928.685,4.953,93.575,29.905,3,38,2025-06-17
NOLSM32527423,3,Photo,1.453,15.228,14.917,19.947,196.105,89.908,505.899,3972.416,5124.489,5.046,93.672,29.815,3,39,2025-06-17
NOLSM32527424,3,Photo,0.65,12.875,14.972,20.045,198.922,90.003,502.537,4017.003,5071.617,4.977,93.224,29.886,3,40,2025-06-17
NOLSM32527425,3,Photo,0.637,15.67,15.099,19.923,201.392,89.898,502.852,4072.85,4915.466,5.088,95.606,30.019,3,41,2025-06-17
NOLSM32527426,3,Photo,1.184,12.682,14.988,19.72,209.514,89.94,502.318,4084.866,4945.667,4.931,92.773,29.998,3,42,2025-06-17
NOLSM32527427,3,Photo,2.115,19.38,14.817,20.054,198.744,90.038,499.438,4044.899,5027.748,4.733,92.844,30.092,3,43,2025-06-17
NOLSM32527428,3,Photo,0.601,12.04,14.852,19.898,200.429,90.084,505.753,4010.16,5007.947,4.976,91.937,29.892,3,44,2025-06-17
NOLSM32527429,3,Photo,0.95,15.74,14.744,19.996,204.342,90.164,494.807,4033.343,5054.237,4.976,91.585,30.254,3,45,2025-06-17
NOLSM32527430,3,Photo,0.938,15.643,14.842,19.882,204.766,89.918,504.565,3998.614,5129.927,4.802,91.859,30.175,3,46,2025-06-17
NOLSM32527431,3,Photo,2.352,14.559,14.978,19.882,203.07,89.896,499.874,3977.16,5061.894,5.138,89.778,30.064,3,47,2025-06-17
NOLSM32527432,3,Photo,1.867,16.099,14.901,20.145,195.721,90.005,500.404,4098.88,4983.904,5.035,89.579,30.086,3,48,2025-06-17
NOLSM32527433,3,Photo,1.524,12.334,15.338,19.928,196.489,89.907,494.916,4020.871,4975.622,5.185,92.018,29.89,3,49,2025-06-17
NOLSM32527434,3,Photo,1.864,13.597,15.191,19.869,196.562,89.84,499.118,3979.865,4956.607,5.076,91.269,30.148,3,50,2025-06-17
NOLSM32527435,3,Photo,2.171,16.639,14.931,20.066,197.606,90.133,501.089,3987.473,4999.768,5.135,90.896,30.063,3,51,2025-06-17
NOLSM32527436,3,Photo,0.767,14.97,15.001,19.869,198.118,90.034,493.496,4108.517,5013.62,5.2,89.311,30.138,3,52,2025-06-17
NOLSM32527437,3,Photo,1.33,18.438,14.819,20.027,197.155,90.053,501.25,4031.93,5023.802,5.018,91.797,29.979,3,53,2025-06-17
NOLSM32527438,3,Photo,1.352,14.898,15.132,19.929,197.812,90.09,501.816,3913.908,4939.311,5.182,91.677,30.096,3,54,2025-06-17
NOLSM32527439,2,Photo,1.059,16.523,15.236,19.971,197.703,89.882,500.007,4035.282,4997.372,5.2,91.706,29.863,23,28,2025-06-17
NOLSM32527440,2,Photo,1.465,16.147,14.926,19.813,198.011,89.906,500.595,3952.652,5012.676,4.954,91.924,29.81,23,29,2025-06-17
NOLSM32527441,2,Photo,0.876,16.516,15.027,20.154,199.169,89.988,500.682,3972.273,5015.411,5.165,91.712,30.02,23,30,2025-06-17
NOLSM32527442,2,Photo,0.951,17.395,15.051,19.914,198.366,89.907,500.675,4017.218,5017.441,5.276,91.549,30.048,23,31,2025-06-17
NOLSM32527443,2,Photo,1.445,16.131,14.859,19.947,198.697,89.952,500.842,4072.969,5017.433,5.081,91.877,29.996,23,32,2025-06-17
NOLSM32527444,2,Photo,2.014,18.952,15.014,19.917,200.896,89.863,500.798,4085.017,5023.982,5.107,91.98,29.836,23,33,2025-06-17
NOLSM32527445,2,Photo,1.551,18.862,15.042,19.931,201.078,89.91,501.144,4045.242,5025.425,4.881,92.081,30.09,23,34,2025-06-17
NOLSM32527446,2,Photo,0.685,13.786,14.943,20.028,201.29,89.809,501.626,4010.024,5033.454,4.838,92.762,30.154,23,35,2025-06-17
NOLSM32527447,2,Photo,0.655,18.649,15.025,20.014,204.511,89.906,504.732,4092.388,5115.489,4.995,93.851,29.883,23,36,2025-06-17
NOLSM32527448,2,Photo,1.852,20.747,14.872,20.141,205.302,90.088,505.39,4105.811,5132.311,5.167,93.613,29.82,23,37,2025-06-17
NOLSM32527449,2,Photo,2.006,11.264,15.298,19.842,205.177,89.961,505.237,4103.729,5129.602,5.074,93.824,29.907,23,38,2025-06-17
NOLSM32527450,2,Photo,1.608,15.406,14.938,19.981,205.066,90.098,505.126,4104.141,5130.286,5.06,93.377,30.029,23,39,2025-06-17
NOLSM32527451,2,Photo,0.999,12.519,15.007,20.031,204.589,90.032,504.398,4091.041,5113.94,5.056,93.695,29.979,23,40,2025-06-17
NOLSM32527452,2,Photo,1.667,19.692,15.14,19.834,205.192,89.902,505.017,4102.223,5128.09,5.2,93.659,29.963,23,41,2025-06-17
NOLSM32527453,2,Photo,1.063,15.964,15.144,20.032,205.015,89.984,505.203,4102.505,5128.088,5.221,93.051,30.031,23,42,2025-06-17
NOLSM32527454,2,Photo,0.848,17.564,15.02,19.918,204.128,89.952,503.71,4078.885,5098.541,5.011,93.203,30.006,23,43,2025-06-17
NOLSM32527455,2,Photo,1.382,16.305,15.094,20.054,204.311,90.054,504.42,4084.43,5105.317,5.192,93.257,30.103,23,44,2025-06-17
NOLSM32527456,2,Photo,1.969,17.652,15.044,19.932,203.738,90.035,503.636,4072.674,5090.755,5.166,92.743,30.05,23,45,2025-06-17
NOLSM32527457,2,Photo,1.357,16.598,15.209,20.028,203.404,89.946,503.411,4065.837,5082.416,4.985,92.848,30.059,23,46,2025-06-17
NOLSM32527458,2,Photo,0.724,16.275,15.004,19.968,203.729,89.918,503.762,4073.737,5092.342,5.05,92.869,29.978,23,47,2025-06-17
NOLSM32527459,2,Photo,0.835,16.678,15.211,20.051,203.168,89.865,503.433,4065.918,5082.611,5.199,93.216,30.024,23,48,2025-06-17
NOLSM32527460,2,Photo,0.872,16.783,15.042,20.018,204.237,89.93,504.319,4084.33,5105.353,5.009,93.102,29.826,23,49,2025-06-17
NOLSM32527461,2,Photo,1.081,17.241,14.769,20.089,204.267,90.274,504.398,4086.711,5108.354,5.133,93.649,30.047,23,50,2025-06-17
NOLSM32527462,2,Photo,1.079,16.794,15.099,20.002,204.795,89.953,505.057,4097.921,5122.545,5.122,93.409,30.209,23,51,2025-06-17
NOLSM32527463,2,Photo,1.083,17.49,15.028,20.074,204.566,89.953,504.581,4091.615,5114.583,5.232,93.747,30.158,23,52,2025-06-17
NOLSM32527464,2,Photo,0.429,16.972,14.951,19.947,205.665,90.051,505.586,4112.829,5140.958,5.09,93.582,30.085,23,53,2025-06-17
NOLSM32527465,2,Photo,0.844,16.583,14.856,20.074,204.893,90.01,504.818,4097.178,5121.474,5.158,93.654,30.023,23,54,2025-06-17
NOLSM32527466,2,Photo,0.667,13.87,14.941,20.093,199.834,89.948,505.559,3954.879,4941.202,5.025,93.101,30.102,3,1,2025-06-17
NOLSM32527467,2,Photo,1.748,17.883,14.825,20.089,198.509,89.948,497.777,3925.021,5026.746,5.07,91.002,30.024,3,2,2025-06-17
NOLSM32527468,2,Photo,1.459,16.24,15.097,19.979,202.097,90.036,496.29,4037.73,4976.488,4.892,91.447,30.046,3,3,2025-06-17
NOLSM32527469,3,Photo,1.871,13.447,14.969,19.887,198.275,90.07,499.663,3961.126,4920.21,5.001,90.784,30.075,3,4,2025-06-17
NOLSM32527470,3,Photo,0.655,12.931,15.013,19.875,199.403,89.941,505.379,4033.231,5053.176,4.97,92.202,30.017,3,5,2025-06-17
NOLSM32527471,1,Photo,1.106,18.758,15.126,20.12,205.742,90.141,500.842,4116.873,5071.86,5.122,91.962,30.089,3,6,2025-06-17
NOLSM32527472,1,Photo,0.557,14.923,15.078,19.868,200.054,90.187,501.112,4040.724,5003.576,5.03,91.781,30.147,3,7,2025-06-17
NOLSM32527473,1,Photo,1.332,15.418,15.219,20.03,198.711,90.145,502.618,4042.888,4961.842,4.879,91.189,30.021,3,8,2025-06-17
NOLSM32527474,2,Photo,1.354,15.656,15.177,19.893,200.441,90.038,500.281,4077.101,5072.955,5.045,91.75,30.053,3,9,2025-06-17
NOLSM32527475,2,Photo,1.611,15.578,14.982,20.076,202.262,90.139,500.791,4075.877,4960.157,5.006,91.271,29.716,3,10,2025-06-17
NOLSM32527476,3,Photo,1.261,13.911,14.941,19.94,201.461,90.033,498.165,4145.357,4928.776,5.253,93.327,29.934,3,11,2025-06-17
NOLSM32527477,3,Photo,0.514,15.341,14.795,20.008,196.299,89.874,503.828,3977.06,5124.405,5.073,93.524,30.035,3,12,2025-06-17
NOLSM32527478,3,Photo,1.589,12.857,15.03,20.01,198.855,89.913,502.724,3999.182,5071.347,5.023,93.136,29.912,3,13,2025-06-17
NOLSM32527479,1,Photo,0.624,15.695,15.032,19.989,201.318,90.082,505.381,3953.475,4915.286,5.025,95.638,29.812,3,14,2025-06-17
NOLSM32527480,1,Photo,1.117,12.744,15.219,20.048,209.755,89.889,503.208,4023.567,4945.646,4.96,93.017,29.894,3,15,2025-06-17
NOLSM32527481,2,Photo,0.447,19.358,14.881,20.123,198.787,90.05,499.754,4027.853,5027.545,4.996,93.098,29.988,3,16,2025-06-17
NOLSM32527482,2,Photo,0.968,11.844,14.82,20.068,200.369,89.935,500.247,4118.18,5008.134,4.941,91.996,29.999,3,17,2025-06-17
NOLSM32527483,2,Photo,1.901,15.615,14.921,20.043,201.475,89.982,497.257,4033.213,5054.227,5.061,91.725,30.065,3,18,2025-06-17
NOLSM32527484,3,Photo,0.915,15.822,14.759,19.958,198.274,89.992,499.817,3998.638,5129.67,5.131,91.744,29.864,3,19,2025-06-17
NOLSM32527485,3,Photo,1.587,14.404,15.109,20.153,196.93,89.953,497.218,3976.825,5061.504,4.959,90.055,30.03,3,20,2025-06-17
NOLSM32527486,1,Photo,0.926,16.396,15.201,20.061,198.973,89.957,502.249,4098.947,4984.03,5.019,89.735,30.063,3,21,2025-06-17
NOLSM32527487,1,Photo,1.574,12.224,15.135,19.752,203.747,89.882,495.182,4021.238,4975.746,5.1,92.172,29.946,3,22,2025-06-17
NOLSM32527488,2,Photo,0.545,13.481,14.904,20.11,200.3,90.08,500.715,3979.892,4956.797,5.018,90.97,29.969,3,23,2025-06-17
NOLSM32527489,2,Photo,1.934,16.323,15.114,19.935,198.262,90.047,498.872,3986.989,4999.986,5.083,91.053,29.919,3,24,2025-06-17
NOLSM32527490,2,Photo,1.569,15.168,15.107,19.962,203.134,89.9,502.232,4108.663,5013.747,5.142,89.193,29.86,3,25,2025-06-17
NOLSM32527491,3,Photo,2.047,18.324,14.939,20.086,201.564,89.918,501.312,4031.911,5023.774,4.862,91.782,30.065,3,26,2025-06-17
NOLSM32527492,3,Photo,1.015,15.068,15.057,19.896,200.769,89.964,497.617,3913.974,4939.369,4.998,91.598,30.098,3,27,2025-06-17
NOLSM32527493,2,Photo,0.714,16.808,15.114,20.012,199.835,90.052,499.76,3997.856,4997.515,4.903,91.649,29.764,23,1,2025-06-17
NOLSM32527494,2,Photo,1.106,16.199,14.983,19.863,200.663,90.0,500.31,4010.107,5012.514,4.998,91.757,30.026,23,2,2025-06-17
NOLSM32527495,3,Photo,1.198,16.539,14.971,20.012,200.565,90.102,500.597,4012.404,5015.457,5.07,91.696,30.118,23,3,2025-06-17
NOLSM32527496,3,Photo,0.646,16.461,15.02,20.17,200.742,89.944,500.804,4013.965,5017.475,5.13,91.622,30.055,23,4,2025-06-17
NOLSM32527497,3,Photo,0.889,16.692,14.681,20.176,200.637,90.005,500.657,4013.943,5017.354,4.862,92.016,30.057,23,5,2025-06-17
NOLSM32527498,1,Photo,0.951,16.966,15.07,19.955,200.998,89.906,501.064,4019.196,5024.151,5.113,91.932,29.782,23,6,2025-06-17
NOLSM32527499,1,Photo,0.774,17.354,14.962,20.099,200.894,90.173,501.018,4020.431,5025.495,5.069,92.138,29.958,23,7,2025-06-17
NOLSM32527500,1,Photo,0.793,16.8,14.917,20.149,201.334,90.093,501.14,4026.989,5033.595,5.115,92.648,30.126,23,8,2025-06-17
NOLSM32527501,2,Photo,0.92,17.308,15.084,19.929,204.604,90.318,504.661,4092.523,5115.444,5.139,93.698,29.839,23,9,2025-06-17
NOLSM32527502,2,Photo,0.903,16.687,14.919,19.865,205.2,89.87,505.289,4105.768,5132.349,5.174,93.735,30.019,23,10,2025-06-17
NOLSM32527503,2,Photo,0.954,16.046,15.336,20.109,204.996,89.989,505.312,4103.59,5129.531,5.188,93.912,30.114,23,11,2025-06-17
NOLSM32527504,3,Photo,0.98,17.714,14.867,19.922,205.102,90.062,505.204,4103.937,5130.298,5.197,93.147,30.02,23,12,2025-06-17
NOLSM32527505,3,Photo,1.0,17.482,15.099,20.167,204.55,90.061,504.456,4091.289,5113.874,5.376,93.822,29.938,23,13,2025-06-17
NOLSM32527506,3,Photo,1.025,15.92,15.131,20.039,205.032,90.186,505.238,4102.281,5128.035,5.041,93.59,30.051,23,14,2025-06-17
NOLSM32527507,1,Photo,0.637,17.402,14.99,19.916,205.115,89.981,505.295,4102.632,5128.216,5.158,93.079,30.057,23,15,2025-06-17
NOLSM32527508,1,Photo,0.956,16.197,15.049,20.078,204.057,89.834,503.844,4078.845,5098.503,4.951,93.322,30.02,23,16,2025-06-17
NOLSM32527509,1,Photo,0.761,17.41,15.015,19.973,204.193,89.805,503.953,4084.431,5105.429,5.086,93.187,30.071,23,17,2025-06-17
NOLSM32527510,2,Photo,1.122,17.652,14.975,20.07,203.68,89.949,503.573,4072.597,5090.868,5.221,92.815,30.112,23,18,2025-06-17
NOLSM32527511,2,Photo,0.373,16.524,15.114,20.002,203.237,89.997,503.329,4066.053,5082.455,5.106,92.947,29.943,23,19,2025-06-17
