No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM32527429,1,Oxidation,wet,1115.47,H2O,37.49,0.28,68,693.55,3,45,2025-06-17
NOLSM32527430,1,Oxidation,wet,1164.2,H2O,31.35,0.28,81,718.1,3,46,2025-06-17
NOLSM32527431,1,Oxidation,dry,1000.84,O2,34.72,0.28,109,708.75,3,47,2025-06-17
NOLSM32527432,1,Oxidation,dry,1100.96,O2,41.18,0.16,82,703.05,3,48,2025-06-17
NOLSM32527433,1,Oxidation,wet,993.62,H2O,39.56,0.27,136,700.34,3,49,2025-06-17
NOLSM32527434,1,Oxidation,dry,1152.36,O2,37.32,0.23,166,713.9,3,50,2025-06-17
NOLSM32527435,1,Oxidation,wet,1019.08,H2O,34.84,0.32,210,719.17,3,51,2025-06-17
NOLSM32527436,1,Oxidation,dry,1073.95,O2,29.98,0.05,114,715.6,3,52,2025-06-17
NOLSM32527437,1,Oxidation,wet,1085.03,H2O,30.16,0.14,77,715.76,3,53,2025-06-17
NOLSM32527438,1,Oxidation,dry,1015.88,O2,44.24,0.34,218,711.09,3,54,2025-06-17
NOLSM32527439,2,Oxidation,dry,891.35,O2,34.95,0.24,27,713.06,23,28,2025-06-17
NOLSM32527440,2,Oxidation,dry,877.49,O2,22.19,0.12,27,714.3,23,29,2025-06-17
NOLSM32527441,2,Oxidation,dry,891.52,O2,22.19,0.33,24,714.72,23,30,2025-06-17
NOLSM32527442,2,Oxidation,dry,888.36,O2,22.2,0.18,23,714.75,23,31,2025-06-17
NOLSM32527443,2,Oxidation,dry,875.1,O2,22.2,0.16,23,715.06,23,32,2025-06-17
NOLSM32527444,2,Oxidation,dry,889.84,O2,22.14,0.17,23,715.48,23,33,2025-06-17
NOLSM32527445,2,Oxidation,dry,887.97,O2,22.28,0.12,24,714.55,23,34,2025-06-17
NOLSM32527446,2,Oxidation,dry,888.54,O2,22.29,0.24,25,713.25,23,35,2025-06-17
NOLSM32527447,2,Oxidation,dry,874.39,O2,22.24,0.17,25,708.06,23,36,2025-06-17
NOLSM32527448,2,Oxidation,dry,876.5,O2,22.28,0.22,25,705.98,23,37,2025-06-17
NOLSM32527449,2,Oxidation,dry,883.3,O2,22.36,0.19,25,706.41,23,38,2025-06-17
NOLSM32527450,2,Oxidation,dry,891.68,O2,22.24,0.09,25,706.08,23,39,2025-06-17
NOLSM32527451,2,Oxidation,dry,886.57,O2,22.24,0.1,25,704.7,23,40,2025-06-17
NOLSM32527452,2,Oxidation,dry,873.62,O2,22.47,0.3,27,705.78,23,41,2025-06-17
NOLSM32527453,2,Oxidation,dry,886.16,O2,22.23,0.18,28,707.13,23,42,2025-06-17
NOLSM32527454,2,Oxidation,dry,887.54,O2,22.36,0.13,32,706.94,23,43,2025-06-17
NOLSM32527455,2,Oxidation,dry,881.96,O2,22.2,0.3,32,706.55,23,44,2025-06-17
NOLSM32527456,2,Oxidation,dry,891.38,O2,22.18,0.32,32,703.84,23,45,2025-06-17
NOLSM32527457,2,Oxidation,dry,874.42,O2,22.15,0.33,32,704.91,23,46,2025-06-17
NOLSM32527458,2,Oxidation,dry,884.46,O2,22.07,0.18,31,704.02,23,47,2025-06-17
NOLSM32527459,2,Oxidation,dry,874.8,O2,22.04,0.39,32,705.5,23,48,2025-06-17
NOLSM32527460,2,Oxidation,dry,873.89,O2,22.2,0.28,31,705.78,23,49,2025-06-17
NOLSM32527461,2,Oxidation,dry,879.59,O2,22.33,0.16,34,708.55,23,50,2025-06-17
NOLSM32527462,2,Oxidation,dry,886.65,O2,22.29,0.25,33,707.1,23,51,2025-06-17
NOLSM32527463,2,Oxidation,dry,875.81,O2,22.16,0.15,32,708.8,23,52,2025-06-17
NOLSM32527464,2,Oxidation,dry,889.84,O2,22.26,0.05,32,708.81,23,53,2025-06-17
NOLSM32527465,2,Oxidation,dry,878.08,O2,22.23,0.12,32,709.86,23,54,2025-06-17
NOLSM32527466,1,Oxidation,dry,1136.4,O2,38.5,0.12,96,715.12,3,1,2025-06-17
NOLSM32527467,1,Oxidation,dry,935.75,O2,40.31,0.46,86,710.67,3,2,2025-06-17
NOLSM32527468,1,Oxidation,wet,1209.69,H2O,31.46,0.18,64,709.55,3,3,2025-06-17
NOLSM32527469,1,Oxidation,dry,1118.46,O2,26.26,0.22,118,712.65,3,4,2025-06-17
NOLSM32527470,1,Oxidation,wet,1090.36,H2O,48.42,0.36,205,711.38,3,5,2025-06-17
NOLSM32527471,2,Oxidation,dry,1130.26,O2,29.79,0.23,105,715.59,3,6,2025-06-17
NOLSM32527472,2,Oxidation,dry,1062.04,O2,36.88,0.21,160,709.57,3,7,2025-06-17
NOLSM32527473,2,Oxidation,wet,1042.43,H2O,31.53,0.23,116,706.74,3,8,2025-06-17
NOLSM32527474,2,Oxidation,wet,1003.23,H2O,39.11,0.11,104,702.95,3,9,2025-06-17
NOLSM32527475,2,Oxidation,dry,1094.87,O2,38.53,0.2,241,714.84,3,10,2025-06-17
NOLSM32527476,2,Oxidation,dry,1133.53,O2,38.68,0.3,209,700.35,3,11,2025-06-17
NOLSM32527477,2,Oxidation,dry,1168.74,O2,35.51,0.25,125,708.98,3,12,2025-06-17
NOLSM32527478,2,Oxidation,dry,967.71,O2,35.23,0.31,81,709.64,3,13,2025-06-17
NOLSM32527479,3,Oxidation,dry,957.2,O2,28.65,0.14,0,699.64,3,14,2025-06-17
NOLSM32527480,3,Oxidation,dry,1114.92,O2,30.76,0.22,156,716.9,3,15,2025-06-17
NOLSM32527481,3,Oxidation,dry,1119.9,O2,35.8,0.11,170,703.43,3,16,2025-06-17
NOLSM32527482,3,Oxidation,dry,1096.57,O2,31.22,0.16,29,713.47,3,17,2025-06-17
NOLSM32527483,3,Oxidation,wet,1102.8,H2O,37.54,0.2,68,693.52,3,18,2025-06-17
NOLSM32527484,3,Oxidation,wet,1152.97,H2O,31.57,0.3,81,718.08,3,19,2025-06-17
NOLSM32527485,3,Oxidation,dry,991.25,O2,34.75,0.09,109,708.65,3,20,2025-06-17
NOLSM32527486,1,Oxidation,dry,1089.82,O2,41.29,0.28,82,703.08,3,21,2025-06-17
NOLSM32527487,1,Oxidation,wet,978.69,H2O,39.61,0.25,136,700.2,3,22,2025-06-17
NOLSM32527488,1,Oxidation,dry,1140.08,O2,37.38,0.37,166,713.85,3,23,2025-06-17
NOLSM32527489,1,Oxidation,wet,1002.14,H2O,34.89,-0.04,210,718.99,3,24,2025-06-17
NOLSM32527490,1,Oxidation,dry,1066.93,O2,30.0,0.19,114,715.9,3,25,2025-06-17
NOLSM32527491,1,Oxidation,wet,1080.58,H2O,30.29,0.3,77,715.81,3,26,2025-06-17
NOLSM32527492,1,Oxidation,dry,1000.85,O2,44.58,0.19,218,710.79,3,27,2025-06-17
NOLSM32527493,3,Oxidation,dry,872.02,O2,22.27,0.32,223,713.26,23,1,2025-06-17
NOLSM32527494,3,Oxidation,dry,872.41,O2,22.32,0.4,225,714.39,23,2,2025-06-17
NOLSM32527495,3,Oxidation,dry,872.23,O2,22.12,0.19,225,714.84,23,3,2025-06-17
NOLSM32527496,3,Oxidation,dry,872.36,O2,22.4,0.19,225,714.82,23,4,2025-06-17
NOLSM32527497,3,Oxidation,dry,872.4,O2,22.22,0.12,226,715.29,23,5,2025-06-17
NOLSM32527498,1,Oxidation,dry,872.63,O2,22.25,0.26,226,715.25,23,6,2025-06-17
NOLSM32527499,1,Oxidation,dry,872.19,O2,22.15,0.26,225,714.26,23,7,2025-06-17
NOLSM32527500,1,Oxidation,dry,871.98,O2,22.16,0.32,224,713.02,23,8,2025-06-17
NOLSM32527501,1,Oxidation,dry,872.89,O2,22.32,0.33,218,708.07,23,9,2025-06-17
NOLSM32527502,1,Oxidation,dry,872.38,O2,22.31,0.2,216,705.95,23,10,2025-06-17
NOLSM32527503,1,Oxidation,dry,871.9,O2,22.32,-0.01,217,706.5,23,11,2025-06-17
NOLSM32527504,1,Oxidation,dry,872.95,O2,22.21,0.43,216,706.03,23,12,2025-06-17
NOLSM32527505,1,Oxidation,dry,872.38,O2,22.18,0.06,215,704.67,23,13,2025-06-17
NOLSM32527506,1,Oxidation,dry,873.12,O2,22.42,-0.05,216,705.95,23,14,2025-06-17
NOLSM32527507,2,Oxidation,dry,872.67,O2,22.4,0.25,217,707.34,23,15,2025-06-17
NOLSM32527508,2,Oxidation,dry,872.77,O2,22.23,0.33,217,706.87,23,16,2025-06-17
NOLSM32527509,2,Oxidation,dry,872.2,O2,22.21,0.11,216,706.56,23,17,2025-06-17
NOLSM32527510,2,Oxidation,dry,871.53,O2,22.4,0.21,214,703.81,23,18,2025-06-17
NOLSM32527511,2,Oxidation,dry,872.71,O2,22.24,0.31,215,704.87,23,19,2025-06-17
NOLSM32527512,2,Oxidation,dry,872.2,O2,22.28,0.2,214,703.91,23,20,2025-06-17
NOLSM32527513,2,Oxidation,dry,872.62,O2,22.23,0.23,216,705.68,23,21,2025-06-17
NOLSM32527514,2,Oxidation,dry,872.43,O2,21.88,0.1,216,705.71,23,22,2025-06-17
NOLSM32527515,3,Oxidation,dry,872.74,O2,22.11,0.27,219,708.46,23,23,2025-06-17
NOLSM32527516,3,Oxidation,dry,872.37,O2,22.11,0.15,217,706.98,23,24,2025-06-17
NOLSM32527517,3,Oxidation,dry,873.02,O2,22.31,0.34,219,708.95,23,25,2025-06-17
NOLSM32527518,3,Oxidation,dry,873.37,O2,22.43,0.26,219,708.81,23,26,2025-06-17
NOLSM32527519,3,Oxidation,dry,873.15,O2,22.3,0.35,220,709.77,23,27,2025-06-17
NOLSM32527520,2,Oxidation,wet,1059.92,H2O,30.76,0.25,85,713.63,4,28,2025-06-18
NOLSM32527521,2,Oxidation,dry,1052.57,O2,29.48,0.27,172,731.5,4,29,2025-06-18
NOLSM32527522,2,Oxidation,dry,1099.34,O2,36.15,0.14,53,714.64,4,30,2025-06-18
NOLSM32527523,2,Oxidation,dry,1121.56,O2,30.58,0.33,122,709.99,4,31,2025-06-18
NOLSM32527524,2,Oxidation,dry,1052.29,O2,37.12,0.22,89,696.82,4,32,2025-06-18
NOLSM32527525,2,Oxidation,wet,992.94,H2O,32.13,0.12,84,716.51,4,33,2025-06-18
NOLSM32527526,2,Oxidation,wet,1202.76,H2O,27.35,0.14,145,713.76,4,34,2025-06-18
NOLSM32527527,2,Oxidation,dry,980.93,O2,34.13,0.32,143,696.53,4,35,2025-06-18
NOLSM32527528,2,Oxidation,dry,1052.72,O2,34.87,0.23,16,711.31,4,36,2025-06-18
NOLSM32527529,2,Oxidation,wet,1085.54,H2O,35.73,0.34,137,719.55,4,37,2025-06-18
NOLSM32527530,2,Oxidation,dry,956.07,O2,34.94,0.13,48,714.39,4,38,2025-06-18
NOLSM32527531,2,Oxidation,dry,1125.4,O2,38.15,0.21,44,706.97,4,39,2025-06-18
NOLSM32527532,2,Oxidation,wet,1137.97,H2O,28.23,0.15,94,717.19,4,40,2025-06-18
NOLSM32527533,2,Oxidation,wet,1107.87,H2O,37.56,0.27,67,719.11,4,41,2025-06-18
NOLSM32527534,2,Oxidation,wet,1066.17,H2O,33.57,0.35,70,705.58,4,42,2025-06-18
NOLSM32527535,2,Oxidation,dry,882.83,O2,44.3,0.21,74,713.4,4,43,2025-06-18
NOLSM32527536,2,Oxidation,dry,1218.24,O2,30.95,0.22,74,711.37,4,44,2025-06-18
NOLSM32527537,2,Oxidation,dry,1037.11,O2,36.1,0.25,116,712.11,4,45,2025-06-18
NOLSM32527538,2,Oxidation,dry,1054.19,O2,33.49,0.08,80,701.58,4,46,2025-06-18
NOLSM32527539,2,Oxidation,wet,1132.52,H2O,40.99,-0.01,83,697.72,4,47,2025-06-18
NOLSM32527540,2,Oxidation,dry,1052.88,O2,38.22,0.18,95,713.21,4,48,2025-06-18
NOLSM32527541,2,Oxidation,dry,1023.09,O2,30.34,0.26,96,722.43,4,49,2025-06-18
NOLSM32527542,2,Oxidation,dry,1071.05,O2,29.19,0.1,82,701.05,4,50,2025-06-18
NOLSM32527543,2,Oxidation,dry,1071.65,O2,33.74,0.23,89,712.22,4,51,2025-06-18
NOLSM32527544,2,Oxidation,wet,977.07,H2O,28.72,0.32,51,709.78,4,52,2025-06-18
NOLSM32527545,2,Oxidation,dry,1214.6,O2,31.63,0.15,141,720.44,4,53,2025-06-18
NOLSM32527546,2,Oxidation,wet,1133.73,H2O,39.89,0.06,82,707.32,4,54,2025-06-18
NOLSM32527547,2,Oxidation,dry,888.44,O2,22.15,0.22,32,709.02,24,28,2025-06-18
NOLSM32527548,2,Oxidation,dry,889.67,O2,22.28,0.33,31,708.87,24,29,2025-06-18
NOLSM32527549,2,Oxidation,dry,884.11,O2,22.04,0.37,32,707.62,24,30,2025-06-18
NOLSM32527550,2,Oxidation,dry,881.02,O2,22.27,0.17,30,708.12,24,31,2025-06-18
NOLSM32527551,2,Oxidation,dry,874.33,O2,32.53,0.13,28,707.69,24,32,2025-06-18
NOLSM32527552,2,Oxidation,dry,884.56,O2,31.87,0.25,31,708.68,24,33,2025-06-18
NOLSM32527553,2,Oxidation,dry,890.0,O2,39.51,0.15,30,695.81,24,34,2025-06-18
NOLSM32527554,2,Oxidation,dry,881.47,O2,32.86,0.23,27,713.46,24,35,2025-06-18
NOLSM32527555,2,Oxidation,dry,873.96,O2,38.2,0.26,27,711.9,24,36,2025-06-18
NOLSM32527556,2,Oxidation,dry,880.21,O2,39.85,0.13,27,711.54,24,37,2025-06-18
NOLSM32527557,2,Oxidation,dry,879.28,O2,35.53,0.07,24,711.16,24,38,2025-06-18
NOLSM32527558,2,Oxidation,dry,884.28,O2,28.72,0.28,23,711.63,24,39,2025-06-18
NOLSM32527559,2,Oxidation,dry,890.67,O2,34.6,0.18,23,709.57,24,40,2025-06-18
NOLSM32527560,2,Oxidation,dry,885.5,O2,34.9,0.25,23,710.26,24,41,2025-06-18
NOLSM32527561,2,Oxidation,dry,893.34,O2,22.04,0.19,24,710.17,24,42,2025-06-18
NOLSM32527562,2,Oxidation,dry,884.94,O2,22.23,0.12,25,709.21,24,43,2025-06-18
NOLSM32527563,2,Oxidation,dry,874.8,O2,22.22,0.25,25,710.06,24,44,2025-06-18
NOLSM32527564,2,Oxidation,dry,875.45,O2,22.17,0.43,25,710.48,24,45,2025-06-18
NOLSM32527565,2,Oxidation,dry,884.82,O2,22.24,0.35,25,708.82,24,46,2025-06-18
NOLSM32527566,2,Oxidation,dry,879.88,O2,22.25,0.1,25,709.6,24,47,2025-06-18
NOLSM32527567,2,Oxidation,dry,887.8,O2,22.05,0.22,25,709.93,24,48,2025-06-18
NOLSM32527568,2,Oxidation,dry,881.46,O2,22.06,0.16,27,710.76,24,49,2025-06-18
NOLSM32527569,2,Oxidation,dry,892.34,O2,22.3,0.08,28,711.92,24,50,2025-06-18
NOLSM32527570,2,Oxidation,dry,873.74,O2,22.34,0.29,29,711.8,24,51,2025-06-18
NOLSM32527571,2,Oxidation,dry,874.41,O2,22.16,0.31,29,710.64,24,52,2025-06-18
NOLSM32527572,2,Oxidation,dry,881.18,O2,22.37,0.18,29,721.84,24,53,2025-06-18
NOLSM32527573,2,Oxidation,dry,877.79,O2,22.22,0.16,30,722.42,24,54,2025-06-18
NOLSM32527574,1,Oxidation,wet,1053.72,H2O,30.89,0.07,85,713.51,4,1,2025-06-18
NOLSM32527575,2,Oxidation,dry,1037.03,O2,29.49,0.29,172,731.52,4,2,2025-06-18
NOLSM32527576,2,Oxidation,dry,1088.44,O2,36.34,0.14,53,714.77,4,3,2025-06-18
NOLSM32527577,2,Oxidation,dry,1115.81,O2,30.77,0.26,122,709.91,4,4,2025-06-18
NOLSM32527578,2,Oxidation,dry,1042.45,O2,37.11,0.18,89,696.9,4,5,2025-06-18
NOLSM32527579,2,Oxidation,wet,987.36,H2O,32.03,0.19,84,716.84,4,6,2025-06-18
NOLSM32527580,2,Oxidation,wet,1189.34,H2O,27.23,0.14,145,713.69,4,7,2025-06-18
NOLSM32527581,2,Oxidation,dry,966.08,O2,34.12,0.19,143,696.45,4,8,2025-06-18
NOLSM32527582,2,Oxidation,dry,1035.42,O2,35.02,0.09,16,711.34,4,9,2025-06-18
NOLSM32527583,3,Oxidation,wet,1065.76,H2O,35.72,0.03,137,719.57,4,10,2025-06-18
NOLSM32527584,3,Oxidation,dry,950.98,O2,34.85,0.02,48,714.49,4,11,2025-06-18
NOLSM32527585,3,Oxidation,dry,1119.84,O2,38.17,0.32,44,706.95,4,12,2025-06-18
NOLSM32527586,3,Oxidation,wet,1130.39,H2O,28.29,0.11,94,717.07,4,13,2025-06-18
NOLSM32527587,3,Oxidation,wet,1101.66,H2O,37.51,0.31,67,719.19,4,14,2025-06-18
NOLSM32527588,3,Oxidation,wet,1058.03,H2O,33.65,0.26,70,705.63,4,15,2025-06-18
NOLSM32527589,3,Oxidation,dry,875.45,O2,44.52,0.12,74,713.22,4,16,2025-06-18
NOLSM32527590,3,Oxidation,dry,1199.26,O2,30.93,0.18,74,711.27,4,17,2025-06-18
NOLSM32527591,1,Oxidation,dry,1019.56,O2,36.32,0.07,116,712.06,4,18,2025-06-18
NOLSM32527592,1,Oxidation,dry,1041.43,O2,33.6,0.1,80,701.5,4,19,2025-06-18
NOLSM32527593,1,Oxidation,wet,1112.92,H2O,40.94,0.21,83,697.45,4,20,2025-06-18
NOLSM32527594,1,Oxidation,dry,1049.28,O2,37.94,0.18,95,713.13,4,21,2025-06-18
NOLSM32527595,1,Oxidation,dry,1022.1,O2,30.34,0.43,96,722.58,4,22,2025-06-18
NOLSM32527596,1,Oxidation,dry,1058.47,O2,29.17,0.12,82,701.22,4,23,2025-06-18
NOLSM32527597,1,Oxidation,dry,1058.19,O2,33.56,0.29,89,712.29,4,24,2025-06-18
NOLSM32527598,1,Oxidation,wet,959.47,H2O,28.95,0.24,51,710.1,4,25,2025-06-18
NOLSM32527599,2,Oxidation,dry,1210.78,O2,31.79,0.25,141,720.51,4,26,2025-06-18
NOLSM32527600,2,Oxidation,wet,1118.81,H2O,39.86,0.11,82,707.26,4,27,2025-06-18
NOLSM32527601,3,Oxidation,dry,872.97,O2,22.26,0.3,219,709.02,24,1,2025-06-18
NOLSM32527602,3,Oxidation,dry,873.25,O2,22.16,0.24,219,709.0,24,2,2025-06-18
NOLSM32527603,3,Oxidation,dry,872.62,O2,22.29,0.24,218,707.51,24,3,2025-06-18
NOLSM32527604,3,Oxidation,dry,873.24,O2,22.33,0.21,218,708.37,24,4,2025-06-18
NOLSM32527605,1,Oxidation,dry,872.55,O2,22.12,0.24,218,707.85,24,5,2025-06-18
NOLSM32527606,1,Oxidation,dry,872.56,O2,22.28,0.29,219,708.47,24,6,2025-06-18
NOLSM32527607,1,Oxidation,dry,872.79,O2,22.34,0.3,218,708.29,24,7,2025-06-18
NOLSM32527608,1,Oxidation,dry,872.93,O2,22.25,0.28,224,713.61,24,8,2025-06-18
NOLSM32527609,1,Oxidation,dry,873.09,O2,22.12,0.18,222,711.8,24,9,2025-06-18
NOLSM32527610,1,Oxidation,dry,872.42,O2,22.03,0.27,222,711.6,24,10,2025-06-18
NOLSM32527611,1,Oxidation,dry,872.86,O2,22.18,0.18,222,711.5,24,11,2025-06-18
NOLSM32527612,2,Oxidation,dry,872.77,O2,22.22,0.03,222,711.54,24,12,2025-06-18
NOLSM32527613,2,Oxidation,dry,872.62,O2,22.2,0.38,220,709.4,24,13,2025-06-18
NOLSM32527614,2,Oxidation,dry,872.9,O2,22.29,0.28,220,710.11,24,14,2025-06-18
NOLSM32527615,2,Oxidation,dry,873.15,O2,22.26,0.32,220,710.14,24,15,2025-06-18
NOLSM32527616,2,Oxidation,dry,872.78,O2,22.08,0.18,219,709.27,24,16,2025-06-18
NOLSM32527617,2,Oxidation,dry,872.74,O2,22.2,0.18,220,710.05,24,17,2025-06-18
NOLSM32527618,2,Oxidation,dry,872.75,O2,22.24,0.21,221,710.1,24,18,2025-06-18
NOLSM32527619,3,Oxidation,dry,871.77,O2,22.11,0.22,219,708.89,24,19,2025-06-18
NOLSM32527620,3,Oxidation,dry,871.67,O2,22.23,0.27,220,709.54,24,20,2025-06-18
NOLSM32527621,3,Oxidation,dry,872.34,O2,22.02,0.13,220,709.87,24,21,2025-06-18
NOLSM32527622,3,Oxidation,dry,871.7,O2,22.31,0.23,221,710.48,24,22,2025-06-18
NOLSM32527623,3,Oxidation,dry,872.45,O2,22.21,0.23,222,712.16,24,23,2025-06-18
NOLSM32527624,3,Oxidation,dry,872.23,O2,22.17,0.14,222,711.86,24,24,2025-06-18
NOLSM32527625,3,Oxidation,dry,872.44,O2,22.1,0.13,221,710.83,24,25,2025-06-18
NOLSM32527626,3,Oxidation,dry,873.38,O2,22.27,-0.05,232,721.66,24,26,2025-06-18
NOLSM32527627,1,Oxidation,dry,873.57,O2,22.42,0.15,233,722.24,24,27,2025-06-18
NOLSM32527628,2,Oxidation,wet,1065.86,H2O,40.42,0.22,77,696.42,5,28,2025-06-19
NOLSM32527629,2,Oxidation,wet,989.59,H2O,28.3,0.02,117,718.19,5,29,2025-06-19
NOLSM32527630,2,Oxidation,wet,1033.75,H2O,25.28,0.13,128,703.1,5,30,2025-06-19
NOLSM32527631,2,Oxidation,dry,1170.46,O2,31.97,0.24,138,711.78,5,31,2025-06-19
NOLSM32527632,2,Oxidation,dry,993.5,O2,34.93,0.18,127,708.08,5,32,2025-06-19
NOLSM32527633,2,Oxidation,dry,1087.61,O2,46.16,0.3,145,708.19,5,33,2025-06-19
NOLSM32527634,2,Oxidation,wet,998.35,H2O,33.68,0.16,72,696.22,5,34,2025-06-19
NOLSM32527635,2,Oxidation,wet,1132.41,H2O,34.72,-0.06,127,708.27,5,35,2025-06-19
NOLSM32527636,2,Oxidation,dry,925.75,O2,34.04,0.2,53,709.41,5,36,2025-06-19
NOLSM32527637,2,Oxidation,wet,1221.96,H2O,33.86,0.2,72,720.65,5,37,2025-06-19
NOLSM32527638,2,Oxidation,dry,1041.47,O2,31.34,0.15,28,727.52,5,38,2025-06-19
NOLSM32527639,2,Oxidation,dry,1024.03,O2,34.51,0.43,46,704.9,5,39,2025-06-19
NOLSM32527640,2,Oxidation,wet,1118.83,H2O,33.87,-0.03,130,704.32,5,40,2025-06-19
NOLSM32527641,2,Oxidation,wet,1161.53,H2O,38.92,0.09,145,710.8,5,41,2025-06-19
NOLSM32527642,2,Oxidation,dry,1189.81,O2,37.54,0.09,36,715.71,5,42,2025-06-19
NOLSM32527643,2,Oxidation,wet,1077.29,H2O,32.0,0.37,162,696.58,5,43,2025-06-19
NOLSM32527644,2,Oxidation,dry,1183.27,O2,34.65,0.34,41,712.77,5,44,2025-06-19
NOLSM32527645,2,Oxidation,dry,1150.63,O2,31.06,0.13,31,690.64,5,45,2025-06-19
NOLSM32527646,2,Oxidation,dry,1194.62,O2,28.83,0.23,150,703.22,5,46,2025-06-19
NOLSM32527647,2,Oxidation,wet,1182.67,H2O,34.7,0.21,199,709.45,5,47,2025-06-19
NOLSM32527648,2,Oxidation,dry,1005.03,O2,35.86,0.18,143,711.74,5,48,2025-06-19
NOLSM32527649,2,Oxidation,wet,963.41,H2O,35.52,0.18,100,681.51,5,49,2025-06-19
NOLSM32527650,2,Oxidation,wet,1185.49,H2O,34.86,0.24,158,710.36,5,50,2025-06-19
NOLSM32527651,2,Oxidation,wet,1175.5,H2O,30.8,0.03,131,689.34,5,51,2025-06-19
NOLSM32527652,2,Oxidation,wet,1028.17,H2O,33.82,0.07,67,709.56,5,52,2025-06-19
NOLSM32527653,2,Oxidation,wet,1101.38,H2O,33.99,0.36,35,714.28,5,53,2025-06-19
NOLSM32527654,2,Oxidation,dry,1092.03,O2,32.41,0.16,41,695.86,5,54,2025-06-19
NOLSM32527655,3,Oxidation,dry,878.41,O2,22.14,0.11,230,719.48,25,28,2025-06-19
NOLSM32527656,3,Oxidation,dry,887.17,O2,22.35,-0.05,233,722.49,25,29,2025-06-19
NOLSM32527657,3,Oxidation,dry,877.68,O2,22.35,0.05,230,719.58,25,30,2025-06-19
NOLSM32527658,3,Oxidation,dry,874.48,O2,22.2,0.15,32,719.37,25,31,2025-06-19
NOLSM32527659,3,Oxidation,dry,874.62,O2,22.13,0.32,32,719.95,25,32,2025-06-19
NOLSM32527660,3,Oxidation,dry,877.69,O2,22.2,0.41,32,716.61,25,33,2025-06-19
NOLSM32527661,3,Oxidation,dry,884.05,O2,22.38,0.1,32,723.34,25,34,2025-06-19
NOLSM32527662,3,Oxidation,dry,888.56,O2,22.38,0.34,31,724.1,25,35,2025-06-19
NOLSM32527663,3,Oxidation,dry,876.96,O2,22.33,0.14,32,725.07,25,36,2025-06-19
NOLSM32527664,3,Oxidation,dry,878.52,O2,22.4,0.14,31,722.87,25,37,2025-06-19
NOLSM32527665,3,Oxidation,dry,893.93,O2,22.32,0.21,34,723.32,25,38,2025-06-19
NOLSM32527666,3,Oxidation,dry,886.08,O2,32.74,0.18,33,722.56,25,39,2025-06-19
NOLSM32527667,3,Oxidation,dry,892.72,O2,31.91,0.34,32,723.84,25,40,2025-06-19
NOLSM32527668,3,Oxidation,dry,880.66,O2,39.48,0.39,32,724.7,25,41,2025-06-19
NOLSM32527669,3,Oxidation,dry,887.58,O2,33.1,0.17,32,723.64,25,42,2025-06-19
NOLSM32527670,3,Oxidation,dry,883.09,O2,38.19,0.22,32,695.8,25,43,2025-06-19
NOLSM32527671,3,Oxidation,dry,880.47,O2,39.78,0.1,31,721.56,25,44,2025-06-19
NOLSM32527672,3,Oxidation,dry,878.14,O2,35.77,0.07,32,719.86,25,45,2025-06-19
NOLSM32527673,3,Oxidation,dry,878.15,O2,28.53,0.22,30,719.51,25,46,2025-06-19
NOLSM32527674,3,Oxidation,dry,880.57,O2,34.58,0.13,28,719.55,25,47,2025-06-19
NOLSM32527675,3,Oxidation,dry,884.6,O2,34.78,0.23,31,719.79,25,48,2025-06-19
NOLSM32527676,3,Oxidation,dry,878.32,O2,32.77,0.14,30,717.86,25,49,2025-06-19
NOLSM32527677,3,Oxidation,dry,888.06,O2,38.0,0.33,27,717.95,25,50,2025-06-19
NOLSM32527678,3,Oxidation,dry,879.98,O2,33.82,0.18,27,717.65,25,51,2025-06-19
NOLSM32527679,3,Oxidation,dry,890.19,O2,22.41,0.01,27,718.66,25,52,2025-06-19
NOLSM32527680,3,Oxidation,dry,875.37,O2,22.62,0.27,24,719.26,25,53,2025-06-19
NOLSM32527681,3,Oxidation,dry,887.77,O2,22.45,0.08,23,718.41,25,54,2025-06-19
NOLSM32527682,2,Oxidation,wet,1062.48,H2O,40.64,0.3,77,696.45,5,1,2025-06-19
NOLSM32527683,2,Oxidation,wet,980.53,H2O,28.26,0.17,117,718.16,5,2,2025-06-19
NOLSM32527684,2,Oxidation,wet,1029.04,H2O,25.44,0.17,128,703.23,5,3,2025-06-19
NOLSM32527685,2,Oxidation,dry,1169.66,O2,32.18,0.19,138,711.66,5,4,2025-06-19
NOLSM32527686,2,Oxidation,dry,988.17,O2,34.83,0.13,127,708.02,5,5,2025-06-19
NOLSM32527687,2,Oxidation,dry,1077.65,O2,45.85,0.17,145,704.65,5,6,2025-06-19
NOLSM32527688,3,Oxidation,wet,979.63,H2O,33.88,0.15,72,711.43,5,7,2025-06-19
NOLSM32527689,3,Oxidation,wet,1118.67,H2O,34.87,0.21,127,706.12,5,8,2025-06-19
NOLSM32527690,3,Oxidation,dry,922.74,O2,34.07,0.2,53,720.77,5,9,2025-06-19
NOLSM32527691,3,Oxidation,wet,1202.98,H2O,33.8,0.17,72,704.25,5,10,2025-06-19
NOLSM32527692,3,Oxidation,dry,1026.99,O2,31.24,0.05,28,727.52,5,11,2025-06-19
