No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
NOLSM32527944,1,Implantation,1.04e+16,9.81e+16,6.21e+17,3e+17,6e+17,32439.156,103.079,903.0,154,27,20,2025-06-28
NOLSM32527945,1,Implantation,1.29e+16,1.22e+17,7.34e+16,3.02e+17,6e+17,32451.469,103.185,903.0,154,27,21,2025-06-28
NOLSM32527946,2,Implantation,8020000000000000.0,2.42e+16,4.68e+17,2.99e+17,6e+17,32458.794,102.848,903.0,154,27,22,2025-06-28
NOLSM32527947,3,Implantation,1.92e+16,1530000000000000.0,8.97e+17,3e+17,6e+17,32453.205,102.872,903.0,154,27,23,2025-06-28
NOLSM32527948,3,Implantation,6180000000000000.0,5980000000000000.0,107000000000000.05,3.01e+17,6e+17,32457.144,102.798,903.0,154,27,24,2025-06-28
NOLSM32527949,2,Implantation,5250000000000000.0,471000000000000.1,26100000000000.08,3.01e+17,6e+17,32553.101,102.84,903.0,154,27,25,2025-06-28
NOLSM32527950,1,Implantation,1.41e+16,1.1e+17,2.31e+17,3.01e+17,6e+17,32658.83,102.782,903.0,154,27,26,2025-06-28
NOLSM32527951,1,Implantation,1.56e+16,4060000000000000.0,7.31e+16,2.99e+17,6e+17,32771.199,103.298,902.0,155,27,27,2025-06-28
NOLSM32527952,1,Implantation,1.44e+16,1.21e+17,5.28e+17,3.03e+17,6e+17,33280.59,100.731,904.0,152,8,28,2025-06-29
NOLSM32527953,2,Implantation,1.55e+16,1.4e+17,5.78e+17,3e+17,6e+17,31912.788,102.276,895.0,156,8,29,2025-06-29
NOLSM32527954,3,Implantation,8080000000000000.0,1.89e+17,4.87e+17,2.99e+17,6e+17,32777.884,102.662,879.0,150,8,30,2025-06-29
NOLSM32527955,1,Implantation,1.53e+16,7.16e+16,1.24e+18,3.02e+17,6e+17,31290.644,107.142,870.0,157,8,31,2025-06-29
NOLSM32527956,2,Implantation,1.13e+16,4.06e+16,8.23e+17,3.01e+17,6e+17,31298.623,101.294,894.0,157,8,32,2025-06-29
NOLSM32527957,3,Implantation,1.24e+16,5.16e+16,5.18e+17,3.01e+17,6e+17,30209.687,102.403,923.0,157,8,33,2025-06-29
NOLSM32527958,1,Implantation,7390000000000000.0,7.22e+16,8.49e+17,3e+17,6e+17,32162.124,102.261,898.0,156,8,34,2025-06-29
NOLSM32527959,2,Implantation,1.27e+16,7620000000000000.0,6.7e+17,2.98e+17,6e+17,32339.994,104.679,899.0,155,8,35,2025-06-29
NOLSM32527960,3,Implantation,8430000000000000.0,6.96e+16,4.74e+17,2.99e+17,6e+17,31741.94,105.376,904.0,157,8,36,2025-06-29
NOLSM32527961,1,Implantation,1.18e+16,3.5e+16,4.35e+17,3e+17,6e+17,31722.487,104.229,907.0,155,8,37,2025-06-29
NOLSM32527962,2,Implantation,1.77e+16,1.21e+17,5.48e+17,3.01e+17,6e+17,32069.349,104.455,877.0,156,8,38,2025-06-29
NOLSM32527963,3,Implantation,1.32e+16,-5320000000000000.0,1.04e+18,3e+17,6e+17,32157.183,100.669,919.0,149,8,39,2025-06-29
NOLSM32527964,1,Implantation,9530000000000000.0,8.84e+16,4.29e+17,2.99e+17,6e+17,31335.332,104.376,906.0,154,8,40,2025-06-29
NOLSM32527965,2,Implantation,1.13e+16,2.72e+17,6.65e+17,2.99e+17,6e+17,30860.394,104.682,904.0,154,8,41,2025-06-29
NOLSM32527966,3,Implantation,1.91e+16,1.09e+17,1.32e+17,3.03e+17,6e+17,31055.813,103.536,890.0,154,8,42,2025-06-29
NOLSM32527967,1,Implantation,1.36e+16,5.26e+16,3.97e+17,3.01e+17,6e+17,32209.647,104.342,897.0,152,8,43,2025-06-29
NOLSM32527968,2,Implantation,8380000000000000.0,1.43e+17,9.45e+17,3e+17,6e+17,31157.961,105.211,892.0,158,8,44,2025-06-29
NOLSM32527969,3,Implantation,1.77e+16,1.16e+17,4.54e+17,3e+17,6e+17,31315.948,104.027,875.0,156,8,45,2025-06-29
NOLSM32527970,1,Implantation,1.07e+16,1.77e+17,1.1e+18,3e+17,6e+17,31307.404,102.493,899.0,154,8,46,2025-06-29
NOLSM32527971,2,Implantation,8110000000000000.0,1.45e+17,5.52e+17,3.02e+17,6e+17,33410.52,101.479,915.0,153,8,47,2025-06-29
NOLSM32527972,3,Implantation,6510000000000000.0,9.71e+16,6.28e+17,2.99e+17,6e+17,32024.748,104.138,921.0,155,8,48,2025-06-29
NOLSM32527973,1,Implantation,6800000000000000.0,5.4e+16,3.38e+17,3.01e+17,6e+17,31914.297,102.952,919.0,156,8,49,2025-06-29
NOLSM32527974,2,Implantation,1.22e+16,5.67e+16,6.37e+17,3.01e+17,6e+17,32145.311,105.278,906.0,154,8,50,2025-06-29
NOLSM32527975,3,Implantation,1.17e+16,1.76e+17,6.59e+17,3e+17,6e+17,31367.362,104.837,904.0,156,8,51,2025-06-29
NOLSM32527976,1,Implantation,7500000000000000.0,4.31e+16,8.26e+17,3.01e+17,6e+17,31802.999,101.487,924.0,158,8,52,2025-06-29
NOLSM32527977,2,Implantation,1.34e+16,8.61e+16,7.3e+17,3.01e+17,6e+17,32135.108,101.261,892.0,156,8,53,2025-06-29
NOLSM32527978,3,Implantation,1.35e+16,8.91e+16,2.67e+17,3e+17,6e+17,31851.84,102.184,907.0,157,8,54,2025-06-29
NOLSM32527979,1,Implantation,2330000000000000.0,362000000000000.06,1040000000000000.0,2.99e+17,6e+17,32771.808,103.902,902.0,156,28,28,2025-06-29
NOLSM32527980,2,Implantation,1.57e+16,1.47e+17,8.61e+17,3.02e+17,6e+17,32767.849,104.505,901.0,157,28,29,2025-06-29
NOLSM32527981,3,Implantation,1.03e+16,5550000000000000.0,4.07e+16,3.01e+17,6e+17,32768.035,103.026,901.0,155,28,30,2025-06-29
NOLSM32527982,1,Implantation,5250000000000000.0,9550000000000000.0,1.92e+16,3e+17,6e+17,32757.622,103.285,902.0,155,28,31,2025-06-29
NOLSM32527983,2,Implantation,2.15e+16,2410000000000000.0,188000000000000.1,2.99e+17,6e+17,32758.779,104.188,903.0,156,28,32,2025-06-29
NOLSM32527984,3,Implantation,1.28e+16,1.36e+16,4.69e+17,2.99e+17,6e+17,32951.331,103.844,903.0,156,28,33,2025-06-29
NOLSM32527985,1,Implantation,1.07e+16,79200000000000.08,256000000000000.0,3e+17,6e+17,32572.93,104.704,903.0,157,28,34,2025-06-29
NOLSM32527986,2,Implantation,1.05e+16,1050000000000000.0,5.4e+17,3e+17,6e+17,32547.789,104.459,903.0,157,28,35,2025-06-29
NOLSM32527987,3,Implantation,1.08e+16,1.08e+17,3.45e+17,3.01e+17,6e+17,32547.253,104.587,899.0,157,28,36,2025-06-29
NOLSM32527988,1,Implantation,1.05e+16,7.19e+16,5.55e+16,2.98e+17,6e+17,32234.927,104.19,898.0,156,28,37,2025-06-29
NOLSM32527989,2,Implantation,9450000000000000.0,6.98e+16,415000000000000.0,3e+17,6e+17,32330.6,103.675,898.0,156,28,38,2025-06-29
NOLSM32527990,3,Implantation,8750000000000000.0,8.62e+16,3.45e+17,3.01e+17,6e+17,32454.068,103.738,898.0,156,28,39,2025-06-29
NOLSM32527991,1,Implantation,1.73e+16,1.4e+17,1e+18,3.01e+17,6e+17,32459.866,103.632,898.0,155,28,40,2025-06-29
NOLSM32527992,2,Implantation,1.67e+16,1.31e+17,2410000000000000.0,2.99e+17,6e+17,32451.661,103.445,893.0,155,28,41,2025-06-29
NOLSM32527993,3,Implantation,1.78e+16,1.23e+16,1.5e+17,,6e+17,32446.292,103.277,884.0,155,28,42,2025-06-29
NOLSM32527994,1,Implantation,1.89e+16,4.4e+16,1.1e+18,2.99e+17,6e+17,32461.933,103.533,885.0,155,28,43,2025-06-29
NOLSM32527995,2,Implantation,1.73e+16,1.3e+16,4880000000000000.0,2.98e+17,6e+17,32460.873,102.638,885.0,154,28,44,2025-06-29
NOLSM32527996,3,Implantation,1.45e+16,1.31e+16,8.7e+17,3e+17,6e+17,32451.03,103.297,881.0,155,28,45,2025-06-29
NOLSM32527997,1,Implantation,1.99e+16,1.06e+17,3340000000000000.0,2.99e+17,6e+17,32360.339,102.942,881.0,155,28,46,2025-06-29
NOLSM32527998,2,Implantation,3240000000000000.0,2410000000000000.0,60399999999999.92,3.02e+17,6e+17,32551.122,102.863,881.0,154,28,47,2025-06-29
NOLSM32527999,3,Implantation,3490000000000000.0,1.32e+16,1810000000000000.0,2.98e+17,6e+17,32446.074,103.104,881.0,154,28,48,2025-06-29
NOLSM32528000,1,Implantation,1.51e+16,9230000000000.078,575999999999999.9,3e+17,6e+17,32441.494,102.435,878.0,154,28,49,2025-06-29
NOLSM32528001,2,Implantation,4240000000000000.0,5.8e+16,22564131372.164,3.01e+17,,32449.799,101.006,882.0,152,28,50,2025-06-29
NOLSM32528002,3,Implantation,5950000000000000.0,159000000000000.0,235999999999.961,3e+17,6e+17,32456.342,102.15,883.0,153,28,51,2025-06-29
NOLSM32528003,1,Implantation,,4620000000000.109,723999999999.97,3.01e+17,6e+17,32463.42,103.399,881.0,155,28,52,2025-06-29
NOLSM32528004,2,Implantation,1.59e+16,116999999999999.92,984000000000.076,2.99e+17,6e+17,32454.804,102.699,882.0,154,28,53,2025-06-29
NOLSM32528005,3,Implantation,6790000000000000.0,70999999999999.97,7.88e+17,2.99e+17,6e+17,32449.876,102.198,878.0,153,28,54,2025-06-29
NOLSM32528006,2,Implantation,1.44e+16,1.21e+17,5.28e+17,3.03e+17,6e+17,33280.705,100.942,904.0,152,8,1,2025-06-29
NOLSM32528007,1,Implantation,1.55e+16,1.4e+17,5.78e+17,3e+17,6e+17,31912.755,102.18,895.0,156,8,2,2025-06-29
NOLSM32528008,1,Implantation,8080000000000000.0,1.89e+17,4.87e+17,2.99e+17,6e+17,32777.54,102.791,879.0,150,8,3,2025-06-29
NOLSM32528009,2,Implantation,1.53e+16,7.16e+16,1.24e+18,3.02e+17,6e+17,31290.479,106.932,870.0,157,8,4,2025-06-29
NOLSM32528010,3,Implantation,1.13e+16,4.06e+16,8.23e+17,3.01e+17,6e+17,31298.286,101.22,894.0,157,8,5,2025-06-29
NOLSM32528011,3,Implantation,1.24e+16,5.16e+16,5.18e+17,3.01e+17,6e+17,30209.487,102.213,923.0,157,8,6,2025-06-29
NOLSM32528012,2,Implantation,7390000000000000.0,7.22e+16,8.49e+17,3e+17,6e+17,32162.094,102.067,898.0,156,8,7,2025-06-29
NOLSM32528013,1,Implantation,1.27e+16,7620000000000000.0,6.7e+17,2.98e+17,6e+17,32339.948,104.828,899.0,155,8,8,2025-06-29
NOLSM32528014,1,Implantation,8430000000000000.0,6.96e+16,4.74e+17,2.99e+17,6e+17,31741.745,105.359,904.0,157,8,9,2025-06-29
NOLSM32528015,2,Implantation,1.18e+16,3.5e+16,4.35e+17,3e+17,6e+17,31722.511,104.215,907.0,155,8,10,2025-06-29
NOLSM32528016,3,Implantation,1.77e+16,1.21e+17,5.48e+17,3.01e+17,6e+17,32069.368,104.592,877.0,156,8,11,2025-06-29
NOLSM32528017,3,Implantation,1.32e+16,-5320000000000000.0,1.04e+18,3e+17,6e+17,32157.128,100.951,919.0,149,8,12,2025-06-29
NOLSM32528018,2,Implantation,9530000000000000.0,8.84e+16,4.29e+17,2.99e+17,6e+17,31335.421,104.328,906.0,154,8,13,2025-06-29
NOLSM32528019,1,Implantation,1.13e+16,2.72e+17,6.65e+17,2.99e+17,6e+17,30860.468,104.552,904.0,154,8,14,2025-06-29
NOLSM32528020,1,Implantation,1.91e+16,1.09e+17,1.32e+17,3.03e+17,6e+17,31055.799,103.548,890.0,154,8,15,2025-06-29
NOLSM32528021,3,Implantation,1.36e+16,5.26e+16,3.97e+17,3.01e+17,6e+17,32209.669,104.129,897.0,152,8,16,2025-06-29
NOLSM32528022,3,Implantation,8380000000000000.0,1.43e+17,9.45e+17,3e+17,6e+17,31158.18,105.352,892.0,158,8,17,2025-06-29
NOLSM32528023,2,Implantation,1.77e+16,1.16e+17,4.54e+17,3e+17,6e+17,31315.683,104.098,875.0,156,8,18,2025-06-29
NOLSM32528024,1,Implantation,1.07e+16,1.77e+17,1.1e+18,3e+17,6e+17,31307.406,102.636,899.0,154,8,19,2025-06-29
NOLSM32528025,1,Implantation,8110000000000000.0,1.45e+17,5.52e+17,3.02e+17,6e+17,33410.537,101.465,915.0,153,8,20,2025-06-29
NOLSM32528026,3,Implantation,6510000000000000.0,9.71e+16,6.28e+17,2.99e+17,6e+17,32024.758,104.478,921.0,155,8,21,2025-06-29
NOLSM32528027,3,Implantation,6800000000000000.0,5.4e+16,3.38e+17,3.01e+17,6e+17,31914.058,103.185,919.0,156,8,22,2025-06-29
NOLSM32528028,2,Implantation,1.22e+16,5.67e+16,6.37e+17,3.01e+17,6e+17,32145.266,105.273,906.0,154,8,23,2025-06-29
NOLSM32528029,1,Implantation,1.17e+16,1.76e+17,6.59e+17,3e+17,6e+17,31367.341,104.983,904.0,156,8,24,2025-06-29
NOLSM32528030,1,Implantation,7500000000000000.0,4.31e+16,8.26e+17,3.01e+17,6e+17,31803.046,101.536,924.0,158,8,25,2025-06-29
NOLSM32528031,2,Implantation,1.34e+16,8.61e+16,7.3e+17,3.01e+17,6e+17,32134.934,101.061,892.0,156,8,26,2025-06-29
NOLSM32528032,3,Implantation,1.35e+16,8.91e+16,2.67e+17,3e+17,6e+17,31851.929,102.063,907.0,157,8,27,2025-06-29
NOLSM32528033,2,Implantation,2330000000000000.0,362000000000000.06,1040000000000000.0,2.99e+17,6e+17,32771.796,103.511,902.0,156,28,1,2025-06-29
NOLSM32528034,3,Implantation,1.57e+16,1.47e+17,8.61e+17,3.02e+17,6e+17,32767.858,104.552,901.0,157,28,2,2025-06-29
NOLSM32528035,3,Implantation,1.03e+16,5550000000000000.0,4.07e+16,3.01e+17,6e+17,32767.929,103.021,901.0,155,28,3,2025-06-29
NOLSM32528036,2,Implantation,5250000000000000.0,9550000000000000.0,1.92e+16,3e+17,6e+17,32757.661,103.249,902.0,155,28,4,2025-06-29
NOLSM32528037,1,Implantation,2.15e+16,2410000000000000.0,187999999999999.84,2.99e+17,6e+17,32758.933,104.044,903.0,156,28,5,2025-06-29
NOLSM32528038,1,Implantation,1.28e+16,1.36e+16,4.69e+17,2.99e+17,6e+17,32951.004,103.749,903.0,156,28,6,2025-06-29
NOLSM32528039,2,Implantation,1.07e+16,79199999999999.98,255999999999999.9,3e+17,6e+17,32573.062,104.492,903.0,157,28,7,2025-06-29
NOLSM32528040,3,Implantation,1.05e+16,1050000000000000.0,5.4e+17,3e+17,6e+17,32547.761,104.669,903.0,157,28,8,2025-06-29
NOLSM32528041,3,Implantation,1.08e+16,1.08e+17,3.45e+17,3.01e+17,6e+17,32547.173,104.512,899.0,157,28,9,2025-06-29
NOLSM32528042,2,Implantation,1.05e+16,7.19e+16,5.55e+16,2.98e+17,6e+17,32234.908,104.305,898.0,156,28,10,2025-06-29
NOLSM32528043,1,Implantation,9450000000000000.0,6.98e+16,415000000000000.1,3e+17,6e+17,32330.641,103.554,898.0,156,28,11,2025-06-29
NOLSM32528044,1,Implantation,8750000000000000.0,8.62e+16,3.45e+17,3.01e+17,6e+17,32453.657,103.531,898.0,156,28,12,2025-06-29
NOLSM32528045,2,Implantation,1.73e+16,1.4e+17,1e+18,3.01e+17,6e+17,32460.012,103.471,898.0,155,28,13,2025-06-29
NOLSM32528046,3,Implantation,1.67e+16,1.31e+17,2410000000000000.0,2.99e+17,6e+17,32451.869,103.536,893.0,155,28,14,2025-06-29
NOLSM32528047,3,Implantation,1.78e+16,1.23e+16,1.5e+17,2.98e+17,6e+17,32446.28,103.318,884.0,155,28,15,2025-06-29
NOLSM32528048,2,Implantation,1.89e+16,4.4e+16,1.1e+18,2.99e+17,6e+17,32461.928,103.328,885.0,155,28,16,2025-06-29
NOLSM32528049,1,Implantation,1.73e+16,1.3e+16,4880000000000000.0,2.98e+17,6e+17,32460.812,102.501,885.0,154,28,17,2025-06-29
NOLSM32528050,1,Implantation,1.45e+16,1.31e+16,8.7e+17,3e+17,6e+17,32451.268,103.244,881.0,155,28,18,2025-06-29
NOLSM32528051,2,Implantation,1.99e+16,1.06e+17,3340000000000000.0,2.99e+17,6e+17,32360.231,103.024,881.0,155,28,19,2025-06-29
NOLSM32528052,3,Implantation,3240000000000000.0,2410000000000000.0,60400000000000.125,3.02e+17,6e+17,32551.158,102.87,881.0,154,28,20,2025-06-29
NOLSM32528053,3,Implantation,4700000000000000.0,1.32e+16,1810000000000000.0,2.98e+17,6e+17,32446.224,103.043,881.0,154,28,21,2025-06-29
NOLSM32528054,2,Implantation,2560000000000000.0,9230000000000.035,576000000000000.1,3e+17,6e+17,32441.507,102.553,878.0,154,28,22,2025-06-29
NOLSM32528055,1,Implantation,5880000000000000.0,5.8e+16,22564131371.899,3.01e+17,6e+17,32449.667,100.862,882.0,152,28,23,2025-06-29
NOLSM32528056,1,Implantation,5920000000000000.0,158999999999999.97,235999999999.813,3e+17,6e+17,32456.345,101.858,883.0,153,28,24,2025-06-29
NOLSM32528057,2,Implantation,1.34e+16,4619999999999.946,724000000000.118,3.01e+17,6e+17,32463.212,103.284,881.0,155,28,25,2025-06-29
NOLSM32528058,3,Implantation,1.26e+16,117000000000000.14,984000000000.086,2.99e+17,6e+17,32455.057,102.864,882.0,154,28,26,2025-06-29
NOLSM32528059,2,Implantation,1.46e+16,70999999999999.88,7.88e+17,2.99e+17,6e+17,32449.87,102.363,878.0,153,28,27,2025-06-29
NOLSM32528060,1,Implantation,1.35e+16,4.33e+16,6.72e+17,2.99e+17,6e+17,31527.489,97.668,914.0,151,9,28,2025-06-23
NOLSM32528061,2,Implantation,1.44e+16,4.99e+16,5.27e+17,3.01e+17,6e+17,32215.517,103.255,910.0,152,9,29,2025-06-23
NOLSM32528062,3,Implantation,1.95e+16,3.4e+16,1.09e+18,2.99e+17,6e+17,32325.518,102.398,907.0,157,9,30,2025-06-23
NOLSM32528063,1,Implantation,1.17e+16,7800000000000000.0,4.86e+17,3e+17,6e+17,31723.497,103.273,900.0,155,9,31,2025-06-23
NOLSM32528064,2,Implantation,9580000000000000.0,1.35e+17,5.71e+17,2.99e+17,6e+17,32407.702,102.548,900.0,150,9,32,2025-06-23
NOLSM32528065,3,Implantation,1.87e+16,-3.01e+16,8.68e+17,3.01e+17,6e+17,32497.954,102.272,919.0,156,9,33,2025-06-23
NOLSM32528066,1,Implantation,1.44e+16,9.13e+16,6.47e+17,3e+17,6e+17,32148.148,102.544,892.0,154,9,34,2025-06-23
NOLSM32528067,2,Implantation,1.77e+16,9.62e+16,8.53e+17,2.98e+17,6e+17,31400.585,101.54,871.0,155,9,35,2025-06-23
NOLSM32528068,3,Implantation,1.23e+16,8.67e+16,2.55e+17,3e+17,6e+17,31093.091,102.84,898.0,153,9,36,2025-06-23
NOLSM32528069,1,Implantation,8760000000000000.0,1.58e+17,9.49e+17,2.99e+17,6e+17,31269.053,103.526,909.0,159,9,37,2025-06-23
NOLSM32528070,2,Implantation,9570000000000000.0,1.41e+17,5.76e+17,3.01e+17,6e+17,32131.098,103.293,921.0,152,9,38,2025-06-23
NOLSM32528071,3,Implantation,1.2e+16,1.56e+17,1.4e+18,3.02e+17,6e+17,32270.444,103.273,891.0,152,9,39,2025-06-23
NOLSM32528072,1,Implantation,1.48e+16,5.99e+16,5.52e+17,3e+17,6e+17,31181.08,102.358,915.0,157,9,40,2025-06-23
NOLSM32528073,2,Implantation,6660000000000000.0,5.41e+16,5e+17,2.99e+17,6e+17,31249.634,102.021,893.0,155,9,41,2025-06-23
NOLSM32528074,3,Implantation,9260000000000000.0,1.08e+17,1.09e+18,3.01e+17,6e+17,30899.824,104.385,907.0,155,9,42,2025-06-23
NOLSM32528075,1,Implantation,1.14e+16,1.13e+17,4.62e+17,3e+17,6e+17,31964.897,104.714,885.0,156,9,43,2025-06-23
NOLSM32528076,2,Implantation,8440000000000000.0,9.18e+16,8.33e+17,3e+17,6e+17,32318.704,102.84,905.0,156,9,44,2025-06-23
NOLSM32528077,3,Implantation,9640000000000000.0,7.41e+16,2.4e+17,3e+17,6e+17,31891.35,102.006,883.0,155,9,45,2025-06-23
NOLSM32528078,1,Implantation,9120000000000000.0,4.07e+16,2.54e+17,3.01e+17,6e+17,31408.997,102.544,895.0,155,9,46,2025-06-23
NOLSM32528079,2,Implantation,6980000000000000.0,5.54e+16,8.43e+17,3.01e+17,6e+17,32608.354,103.088,900.0,152,9,47,2025-06-23
NOLSM32528080,3,Implantation,4550000000000000.0,6.94e+16,4.57e+17,2.98e+17,6e+17,32496.863,103.924,916.0,159,9,48,2025-06-23
NOLSM32528081,1,Implantation,1.6e+16,1.43e+17,5.02e+17,3.02e+17,6e+17,31912.075,106.333,898.0,154,9,49,2025-06-23
NOLSM32528082,2,Implantation,1.1e+16,7.72e+16,6.64e+16,3.03e+17,6e+17,31192.425,103.45,916.0,154,9,50,2025-06-23
NOLSM32528083,3,Implantation,1.75e+16,1.39e+17,6.15e+17,3e+17,6e+17,31265.676,105.879,884.0,154,9,51,2025-06-23
NOLSM32528084,1,Implantation,1.18e+16,7.14e+16,5.56e+17,2.99e+17,6e+17,32341.977,102.315,897.0,157,9,52,2025-06-23
NOLSM32528085,2,Implantation,6100000000000000.0,1.23e+16,1.06e+18,3e+17,6e+17,31982.329,102.975,893.0,157,9,53,2025-06-23
NOLSM32528086,3,Implantation,9910000000000000.0,1.06e+17,6.6e+17,3e+17,6e+17,31768.539,105.028,896.0,155,9,54,2025-06-23
NOLSM32528087,1,Implantation,1.93e+16,,3.09e+17,2.99e+17,6e+17,32444.213,101.556,877.0,152,29,28,2025-06-23
NOLSM32528088,2,Implantation,7620000000000000.0,3.37e+16,1999999999999.967,3e+17,6e+17,32445.344,101.775,878.0,153,29,29,2025-06-23
NOLSM32528089,3,Implantation,1.1e+16,4.97e+16,8.93e+16,3e+17,6e+17,32412.384,101.969,878.0,153,29,30,2025-06-23
NOLSM32528090,1,Implantation,2800000000000000.0,32645606689.065,26639639.046,3.01e+17,6e+17,31636.922,101.786,877.0,153,29,31,2025-06-23
NOLSM32528091,2,Implantation,1.96e+16,1.31e+16,4.64e+17,3e+17,6e+17,30152.694,102.053,874.0,153,29,32,2025-06-23
NOLSM32528092,3,Implantation,1.97e+16,6.28e+16,45699999999999.805,2.99e+17,6e+17,32166.33,100.571,909.0,151,29,33,2025-06-23
NOLSM32528093,1,Implantation,2e+16,7.88e+16,6.3e+17,2.99e+17,6e+17,32454.574,100.833,910.0,151,29,34,2025-06-23
NOLSM32528094,2,Implantation,1.29e+16,4.09e+16,3.38e+17,3e+17,6e+17,32445.578,101.422,909.0,152,29,35,2025-06-23
NOLSM32528095,3,Implantation,7340000000000000.0,1.58e+16,1.13e+16,3e+17,6e+17,32450.074,100.924,900.0,151,29,36,2025-06-23
NOLSM32528096,1,Implantation,7360000000000000.0,3.99e+16,2.38e+17,3e+17,6e+17,32158.16,100.154,900.0,150,29,37,2025-06-23
NOLSM32528097,2,Implantation,1.19e+16,5590000000000000.0,4.93e+17,3.01e+17,6e+17,32446.814,99.763,900.0,150,29,38,2025-06-23
NOLSM32528098,3,Implantation,4190000000000000.0,1.12e+17,142000000000.107,2.99e+17,6e+17,32657.387,99.703,900.0,150,29,39,2025-06-23
NOLSM32528099,1,Implantation,7580000000000000.0,3.92e+16,6.26e+16,2.99e+17,6e+17,32688.865,100.86,903.0,151,29,40,2025-06-23
NOLSM32528100,2,Implantation,1.02e+16,1.05e+17,1.81e+17,3.01e+17,6e+17,32664.619,99.853,904.0,150,29,41,2025-06-23
NOLSM32528101,3,Implantation,4080000000000000.0,7600000000000000.0,8.46e+17,3e+17,6e+17,32632.628,100.946,905.0,152,29,42,2025-06-23
NOLSM32528102,1,Implantation,4590000000000000.0,3430000000000000.0,1.23e+17,2.99e+17,6e+17,32636.338,102.139,908.0,153,29,43,2025-06-23
NOLSM32528103,2,Implantation,1.61e+16,1.53e+17,1.17e+18,3e+17,6e+17,32666.364,100.781,904.0,151,29,44,2025-06-23
NOLSM32528104,3,Implantation,5060000000000000.0,2.07e+16,6.9e+17,3e+17,6e+17,32646.255,101.952,908.0,153,29,45,2025-06-23
NOLSM32528105,1,Implantation,8130000000000000.0,1.82e+16,3.78e+16,3e+17,6e+17,32682.77,102.085,913.0,153,29,46,2025-06-23
NOLSM32528106,2,Implantation,2.06e+16,7.74e+16,4.67e+17,3e+17,6e+17,32673.17,102.399,913.0,154,29,47,2025-06-23
NOLSM32528107,3,Implantation,1.21e+16,1.37e+16,3070000000000000.0,3e+17,6e+17,32653.524,101.838,912.0,153,29,48,2025-06-23
NOLSM32528108,1,Implantation,1.81e+16,1070000000000000.0,3.59e+17,3e+17,6e+17,32677.112,102.184,913.0,153,29,49,2025-06-23
NOLSM32528109,2,Implantation,2439999999999999.5,3.82e+16,1875907865.161,2.98e+17,6e+17,32696.423,102.02,913.0,153,29,50,2025-06-23
NOLSM32528110,3,Implantation,1.05e+16,1.18e+17,1.05e+17,3e+17,6e+17,32701.083,101.715,912.0,153,29,51,2025-06-23
NOLSM32528111,1,Implantation,6910000000000000.0,1.09e+17,5.12e+17,3e+17,6e+17,32451.225,101.304,913.0,152,29,52,2025-06-23
NOLSM32528112,2,Implantation,1.77e+16,7.78e+16,8.15e+17,3.01e+17,6e+17,32534.37,101.237,904.0,152,29,53,2025-06-23
NOLSM32528113,3,Implantation,2.07e+16,1.45e+17,1.21e+18,3.02e+17,6e+17,32621.386,100.485,905.0,151,29,54,2025-06-23
NOLSM32528114,3,Implantation,1.35e+16,4.33e+16,6.72e+17,2.99e+17,6e+17,31527.753,97.78,914.0,151,9,1,2025-06-23
NOLSM32528115,2,Implantation,1.44e+16,4.99e+16,5.27e+17,3.01e+17,6e+17,32215.663,103.537,910.0,152,9,2,2025-06-23
NOLSM32528116,1,Implantation,1.95e+16,3.4e+16,1.09e+18,2.99e+17,6e+17,32325.637,102.458,907.0,157,9,3,2025-06-23
NOLSM32528117,1,Implantation,1.17e+16,7800000000000000.0,4.86e+17,3e+17,6e+17,31723.465,103.291,900.0,155,9,4,2025-06-23
NOLSM32528118,2,Implantation,9580000000000000.0,1.35e+17,5.71e+17,2.99e+17,6e+17,32407.697,102.433,900.0,150,9,5,2025-06-23
NOLSM32528119,3,Implantation,1.87e+16,-3.01e+16,8.68e+17,3.01e+17,6e+17,32498.169,102.467,919.0,156,9,6,2025-06-23
NOLSM32528120,3,Implantation,1.44e+16,9.13e+16,6.47e+17,3e+17,6e+17,32148.175,102.559,892.0,154,9,7,2025-06-23
NOLSM32528121,1,Implantation,1.77e+16,9.62e+16,8.53e+17,2.98e+17,6e+17,31400.59,101.719,871.0,155,9,8,2025-06-23
NOLSM32528122,1,Implantation,1.23e+16,8.67e+16,2.55e+17,3e+17,6e+17,31093.066,102.884,898.0,153,9,9,2025-06-23
NOLSM32528123,2,Implantation,8760000000000000.0,1.58e+17,9.49e+17,2.99e+17,6e+17,31268.993,103.366,909.0,159,9,10,2025-06-23
NOLSM32528124,3,Implantation,9570000000000000.0,1.41e+17,5.76e+17,3.01e+17,6e+17,32130.815,103.128,921.0,152,9,11,2025-06-23
NOLSM32528125,3,Implantation,1.2e+16,1.56e+17,1.4e+18,3.02e+17,6e+17,32270.241,103.146,891.0,152,9,12,2025-06-23
NOLSM32528126,2,Implantation,1.48e+16,5.99e+16,5.52e+17,3e+17,6e+17,31181.335,102.229,915.0,157,9,13,2025-06-23
NOLSM32528127,1,Implantation,6660000000000000.0,5.41e+16,5e+17,2.99e+17,6e+17,31249.615,102.059,893.0,155,9,14,2025-06-23
